gameId,text,,sender,timeStamp
22QWofqrmD3gdeGXM,hi,,JBFhMET9YuMTe9eYg,2022-07-13T16:03:15.692Z
ph3ioW8N3pygRMj9p,Hi,,HBp5f6d7nGCwwMpSi,2022-07-13T16:03:15.873Z
ph3ioW8N3pygRMj9p,Hi,,AtCWjJTqxFgq7vWAz,2022-07-13T16:03:16.016Z
E3uDutq97qNoGDWrZ,Hij!,,xmKko6JZE7cFE5uMX,2022-07-13T16:03:16.041Z
ph3ioW8N3pygRMj9p,Hi everyone!,,cozWyaaz254RqqpM9,2022-07-13T16:03:16.206Z
22QWofqrmD3gdeGXM,Hi,,fGgtECjvHBiH3weZu,2022-07-13T16:03:16.454Z
E3uDutq97qNoGDWrZ,hi,,HCG7immm3uWTCgwXj,2022-07-13T16:03:16.589Z
ph3ioW8N3pygRMj9p,hello,,NRLQ4mzCrkuY6vuyM,2022-07-13T16:03:16.735Z
ph3ioW8N3pygRMj9p,I would say at least 30 millions,,ugBM9Ze57woXZtHCR,2022-07-13T16:03:16.844Z
ph3ioW8N3pygRMj9p,hello,,33LKWK35YcmHzYRH9,2022-07-13T16:03:16.935Z
E3uDutq97qNoGDWrZ,Hi,,siqg3GGh6NpTZAYxe,2022-07-13T16:03:16.962Z
E3uDutq97qNoGDWrZ,hello,,X4M35v6AsPgfyr5xi,2022-07-13T16:03:16.996Z
E3uDutq97qNoGDWrZ,hey everyone,,2smKjp2ustpoomJHr,2022-07-13T16:03:17.160Z
22QWofqrmD3gdeGXM,"yep, that was old news",,ho6DxTPywk2GdWG77,2022-07-13T16:03:17.187Z
E3uDutq97qNoGDWrZ,Hello,,M9wvcYavk7Ec74Jvr,2022-07-13T16:03:17.336Z
BrEnxG6Cqa9RiYXZ7,I said 12,,D9nnRn9gkJAykSyuH,2022-07-13T16:03:17.653Z
BrEnxG6Cqa9RiYXZ7,I went with 14,,jL4ZYX4dJ8AsAWTXs,2022-07-13T16:03:17.787Z
E3uDutq97qNoGDWrZ,around 50 million,,rKKKz2CxNsh2riCr3,2022-07-13T16:03:17.989Z
BrEnxG6Cqa9RiYXZ7,So did I,,k6vYrmoBJ3ygpityL,2022-07-13T16:03:17.992Z
E3uDutq97qNoGDWrZ,i was thinking close to 20,,PY7hwu7kvATSZ8CHK,2022-07-13T16:03:18.014Z
22QWofqrmD3gdeGXM,Hello,,MmrDaFMFfvYfra7iP,2022-07-13T16:03:18.083Z
22QWofqrmD3gdeGXM,hello all,,hK6mbQEWnXuiQSqcP,2022-07-13T16:03:18.210Z
E3uDutq97qNoGDWrZ,hi,,6G8Sqj8jCkvZvg97j,2022-07-13T16:03:18.574Z
E3uDutq97qNoGDWrZ,i guessed 24,,Lvp5fe9DyPzgNtzb5,2022-07-13T16:03:18.599Z
ph3ioW8N3pygRMj9p,I think it sold for a lot,,ipXSo3oDq58bDHb8a,2022-07-13T16:03:18.741Z
BrEnxG6Cqa9RiYXZ7,I did 10,,i2NysEKrYctGW4W9y,2022-07-13T16:03:18.903Z
ph3ioW8N3pygRMj9p,"That's not the right painting, [name]",,cztgoHiBe8JQX3JSy,2022-07-13T16:03:19.189Z
22QWofqrmD3gdeGXM,hi,,SjeHXno3xcarL7MGk,2022-07-13T16:03:19.246Z
BrEnxG6Cqa9RiYXZ7,i said 13,,Fc7fBx9fnt259GeR2,2022-07-13T16:03:19.628Z
BrEnxG6Cqa9RiYXZ7,10,,u37yequ79aHuGu4RH,2022-07-13T16:03:19.905Z
BrEnxG6Cqa9RiYXZ7,i went 12,,7We6s84tsH8s2MDoo,2022-07-13T16:03:19.951Z
ph3ioW8N3pygRMj9p,How is everyone,,ZJuMv3sDjPKPoKkdf,2022-07-13T16:03:19.993Z
ph3ioW8N3pygRMj9p,Hi,,Y4XvQzvhPddn49gZS,2022-07-13T16:03:20.414Z
E3uDutq97qNoGDWrZ,I went for 20 million,,K9aXcJPBRj4DDTw9C,2022-07-13T16:03:20.571Z
E3uDutq97qNoGDWrZ,i guessed 20,,AzCfobXjutMsxiuMm,2022-07-13T16:03:20.703Z
ph3ioW8N3pygRMj9p,I said 32,,AtCWjJTqxFgq7vWAz,2022-07-13T16:03:20.844Z
E3uDutq97qNoGDWrZ,"I said 20 million, but now I'm wondering if it's higher",,AjzXe7EcqD6ApFbmu,2022-07-13T16:03:20.985Z
E3uDutq97qNoGDWrZ,22,,SsD88FCQqAj3XXLkP,2022-07-13T16:03:21.202Z
ph3ioW8N3pygRMj9p,56.6 million,,BP9Rs34eDiD8QL2zG,2022-07-13T16:03:21.325Z
ph3ioW8N3pygRMj9p,i said 25M,,AeGfNujeMeC2avTz3,2022-07-13T16:03:21.501Z
22QWofqrmD3gdeGXM,Probably not.,,pP3SM8r9Q92eaBpSP,2022-07-13T16:03:21.575Z
BrEnxG6Cqa9RiYXZ7,12,,9h79v7NT3XCN5dHg5,2022-07-13T16:03:21.621Z
ph3ioW8N3pygRMj9p,Hello all,,CbqB9yzX3s7Bayg83,2022-07-13T16:03:21.654Z
22QWofqrmD3gdeGXM,HELLO,,PPnr3EabY28x6sM6W,2022-07-13T16:03:21.689Z
BrEnxG6Cqa9RiYXZ7,hi all,,9TDpReppyR6YAnjQt,2022-07-13T16:03:22.254Z
22QWofqrmD3gdeGXM,i guessed 2,,6fkG6djWs3Rry5iux,2022-07-13T16:03:22.342Z
ph3ioW8N3pygRMj9p,I have no idea,,KX8CbaBZBpAFAFWzA,2022-07-13T16:03:22.474Z
BrEnxG6Cqa9RiYXZ7,I said 15 also,,AtBxNm63Stasr9quy,2022-07-13T16:03:22.879Z
ph3ioW8N3pygRMj9p,Ahoy hoy,,vrv8ZisfoukaPoSpw,2022-07-13T16:03:22.939Z
ph3ioW8N3pygRMj9p,"I initially said $25 million, but I think it's closer to 75, likely",,3ksyKAjBjox3Kodzn,2022-07-13T16:03:22.981Z
22QWofqrmD3gdeGXM,hii,,bW4z29APem2MMneW9,2022-07-13T16:03:23.086Z
ph3ioW8N3pygRMj9p,hello,,QpcFdyoBchHM67u7B,2022-07-13T16:03:23.322Z
BrEnxG6Cqa9RiYXZ7,Hello,,Zdvr7FzJ2E3RC6jdj,2022-07-13T16:03:23.435Z
BrEnxG6Cqa9RiYXZ7,I went 12.5,,a6CCGp9t6A7oKWF68,2022-07-13T16:03:23.569Z
22QWofqrmD3gdeGXM,yo,,JvKmKWi6HutTfiewu,2022-07-13T16:03:23.943Z
ph3ioW8N3pygRMj9p,I was thinking 27 million,,ZJuMv3sDjPKPoKkdf,2022-07-13T16:03:24.023Z
ph3ioW8N3pygRMj9p,Anyone know anything at all about Money,,LCDmSJ7PGi9kb5p8k,2022-07-13T16:03:24.026Z
E3uDutq97qNoGDWrZ,I put 21,,qzwexWysRnPxvF8Qn,2022-07-13T16:03:24.109Z
E3uDutq97qNoGDWrZ,howdy,,GHHCbkZrLNwqH94v2,2022-07-13T16:03:24.219Z
22QWofqrmD3gdeGXM,What does everyone think about price?,,2YtrY3fhFxaxsBTL5,2022-07-13T16:03:24.453Z
E3uDutq97qNoGDWrZ,I said  17 but it was a guess,,fD5pFfDZrWwtAxmmK,2022-07-13T16:03:24.458Z
BrEnxG6Cqa9RiYXZ7,"Hi all, I guessed 8m but have no real clue",,zMTDHgeD7heLfpS9a,2022-07-13T16:03:24.572Z
E3uDutq97qNoGDWrZ,What did everyone guess?,,QSgsaekPcb3ZCvyy4,2022-07-13T16:03:24.709Z
E3uDutq97qNoGDWrZ,what did you guys put?,,XktDXttEboN76fEkm,2022-07-13T16:03:24.937Z
E3uDutq97qNoGDWrZ,how do you create your choice,,4kM8PCmbFWcpLJNQi,2022-07-13T16:03:25.016Z
22QWofqrmD3gdeGXM,I'm sure it's in the multi millions,,5qtLNu5k4MmT2uk73,2022-07-13T16:03:25.060Z
BrEnxG6Cqa9RiYXZ7,hi,,kNcwJNv4SJnDAQQyJ,2022-07-13T16:03:25.397Z
ph3ioW8N3pygRMj9p,I was way off apparantly - how much did ya'll guess?,,JbBJXwjtcTu5DJfwJ,2022-07-13T16:03:25.523Z
22QWofqrmD3gdeGXM,I said 40,,yeGGv6DuhhyQoXYoT,2022-07-13T16:03:25.584Z
ph3ioW8N3pygRMj9p,this one is a different painting,,cztgoHiBe8JQX3JSy,2022-07-13T16:03:26.178Z
ph3ioW8N3pygRMj9p,I say 41.5,,weZ9J8XXW3Q7jZYyo,2022-07-13T16:03:26.286Z
BrEnxG6Cqa9RiYXZ7,10,,S3M2Q8M9rLvnwNauz,2022-07-13T16:03:26.417Z
E3uDutq97qNoGDWrZ,I said 17. It's not Picasso or Van Gogh,,9jQzncBABh34tWnon,2022-07-13T16:03:26.494Z
ph3ioW8N3pygRMj9p,"Hi, I think Monets sell for a lot. I put 35 million",,yqHdT93o7AL5j2FG2,2022-07-13T16:03:26.538Z
E3uDutq97qNoGDWrZ,I thought around 5 million,,ik9FXLHjeBRvcKhwn,2022-07-13T16:03:27.468Z
E3uDutq97qNoGDWrZ,I went 18 had no idea,,WW9ZTXTcq6bDfr579,2022-07-13T16:03:27.547Z
22QWofqrmD3gdeGXM,yeah i guessed 2,,pbt8LpKyeDk8khi3n,2022-07-13T16:03:27.615Z
ph3ioW8N3pygRMj9p,hey i guessed 26 million but have no idea,,DLDRvFryifQtupPGN,2022-07-13T16:03:27.658Z
22QWofqrmD3gdeGXM,Not too old,,KtMj65RDk97wL5RLg,2022-07-13T16:03:27.672Z
22QWofqrmD3gdeGXM,it might be needed,,P7gkTRNtqCxrudenN,2022-07-13T16:03:28.059Z
ph3ioW8N3pygRMj9p,MONET,,LCDmSJ7PGi9kb5p8k,2022-07-13T16:03:28.176Z
BrEnxG6Cqa9RiYXZ7,Hi,,ye4aTLkRfrDXXzPH6,2022-07-13T16:03:28.594Z
E3uDutq97qNoGDWrZ,hii,,CpDryxpQSEHWvivaQ,2022-07-13T16:03:28.753Z
ph3ioW8N3pygRMj9p,I put 3.2 mil,,enxhFezGKjhX2p5fD,2022-07-13T16:03:29.037Z
22QWofqrmD3gdeGXM,i said 2 mil,,hK6mbQEWnXuiQSqcP,2022-07-13T16:03:29.055Z
E3uDutq97qNoGDWrZ,I put 5 million,,2smKjp2ustpoomJHr,2022-07-13T16:03:29.148Z
E3uDutq97qNoGDWrZ,how much do you think,,KKeuqMoxck6g6zgY9,2022-07-13T16:03:29.330Z
22QWofqrmD3gdeGXM,56.6,,ho6DxTPywk2GdWG77,2022-07-13T16:03:29.374Z
E3uDutq97qNoGDWrZ,i said 5,,XktDXttEboN76fEkm,2022-07-13T16:03:29.521Z
E3uDutq97qNoGDWrZ,20 mil,,LqywYeWextgR8rqL6,2022-07-13T16:03:29.613Z
BrEnxG6Cqa9RiYXZ7,I said 14,,NsM3wKSHfkq6n7vsv,2022-07-13T16:03:29.615Z
ph3ioW8N3pygRMj9p,Maybe around 40 million?,,d3ezhXmvmXuy7MLxc,2022-07-13T16:03:29.682Z
BrEnxG6Cqa9RiYXZ7,Hello!,,RpKYk7WzbsQo2eewK,2022-07-13T16:03:30.210Z
BrEnxG6Cqa9RiYXZ7,10m,,FxrpbiFJ7dXAaFPnZ,2022-07-13T16:03:30.338Z
E3uDutq97qNoGDWrZ,i would think 25 mil,,6bnp94KL3jDcvR6k7,2022-07-13T16:03:30.422Z
BrEnxG6Cqa9RiYXZ7,10,,7X5pWK5twJZdxHzrA,2022-07-13T16:03:30.905Z
22QWofqrmD3gdeGXM,I said 2,,SjeHXno3xcarL7MGk,2022-07-13T16:03:30.962Z
E3uDutq97qNoGDWrZ,I guessed 22 but no clue,,zmzgMwoQcW45vCjdX,2022-07-13T16:03:31.021Z
E3uDutq97qNoGDWrZ,I guessed 22 as well,,q6JRW6zkzLiDurggG,2022-07-13T16:03:31.053Z
BrEnxG6Cqa9RiYXZ7,i went 12,,tncNWYDR8vsw2YLv3,2022-07-13T16:03:31.133Z
BrEnxG6Cqa9RiYXZ7,Hello!,,RD4QrgcNMYeiYA5oY,2022-07-13T16:03:31.290Z
E3uDutq97qNoGDWrZ,4.5,,6G8Sqj8jCkvZvg97j,2022-07-13T16:03:31.401Z
ph3ioW8N3pygRMj9p,I really underestimated with 3,,CbqB9yzX3s7Bayg83,2022-07-13T16:03:31.541Z
BrEnxG6Cqa9RiYXZ7,I guessed 6.3,,Zdvr7FzJ2E3RC6jdj,2022-07-13T16:03:31.709Z
22QWofqrmD3gdeGXM,It might be irrelevant. The value is more the history of it and how much it has cost before?,,wJSMxgLJnBWiQ5KJe,2022-07-13T16:03:31.909Z
ph3ioW8N3pygRMj9p,i put 28.5,,7saxtJRk2ieLoZyFi,2022-07-13T16:03:31.961Z
E3uDutq97qNoGDWrZ,I said 5,,Ep5GqhMG8SCsDA5Tq,2022-07-13T16:03:32.018Z
22QWofqrmD3gdeGXM,I said 2,,9egfkWHs2zZw3vKyM,2022-07-13T16:03:32.018Z
BrEnxG6Cqa9RiYXZ7,i said 12 but no idea,,kNcwJNv4SJnDAQQyJ,2022-07-13T16:03:32.208Z
BrEnxG6Cqa9RiYXZ7,hi - i guessed 7,,etv3xnkiN5AR5BKkv,2022-07-13T16:03:32.378Z
E3uDutq97qNoGDWrZ,I went with 5,,M9wvcYavk7Ec74Jvr,2022-07-13T16:03:32.500Z
E3uDutq97qNoGDWrZ,that was just a gues,,ik9FXLHjeBRvcKhwn,2022-07-13T16:03:32.509Z
E3uDutq97qNoGDWrZ,7,,QSgsaekPcb3ZCvyy4,2022-07-13T16:03:32.912Z
22QWofqrmD3gdeGXM,I guessed 65,,wYoaN3pbSSXJd2wRw,2022-07-13T16:03:33.033Z
22QWofqrmD3gdeGXM,i said 53,,FLssSpg9fEuLfcYck,2022-07-13T16:03:33.050Z
E3uDutq97qNoGDWrZ,I was at 20,,djDJFB34gN6RiC7Tt,2022-07-13T16:03:33.315Z
E3uDutq97qNoGDWrZ,I said 5,,xmKko6JZE7cFE5uMX,2022-07-13T16:03:33.542Z
BrEnxG6Cqa9RiYXZ7,7.2 for me,,FwxRbD7JBhxSwTx7e,2022-07-13T16:03:33.589Z
E3uDutq97qNoGDWrZ,i said 5,,KKeuqMoxck6g6zgY9,2022-07-13T16:03:33.650Z
ph3ioW8N3pygRMj9p,And thought that was a lot,,enxhFezGKjhX2p5fD,2022-07-13T16:03:33.817Z
BrEnxG6Cqa9RiYXZ7,I said 15 as well.,,dBjWijxADH34BHWcx,2022-07-13T16:03:33.910Z
ph3ioW8N3pygRMj9p,I put 3.5,,LCDmSJ7PGi9kb5p8k,2022-07-13T16:03:34.425Z
BrEnxG6Cqa9RiYXZ7,Seems like we all hit general range,,D9nnRn9gkJAykSyuH,2022-07-13T16:03:34.525Z
22QWofqrmD3gdeGXM,55 mil,,5qtLNu5k4MmT2uk73,2022-07-13T16:03:34.564Z
E3uDutq97qNoGDWrZ,I was thinking 5 yeah lol,,4dm4Ccv8r48cwJPBA,2022-07-13T16:03:34.646Z
22QWofqrmD3gdeGXM,I guessed 2 million as well,,zbgSuJQbEscw82RLs,2022-07-13T16:03:35.426Z
ph3ioW8N3pygRMj9p,I think I was way off I said 3 million,,cozWyaaz254RqqpM9,2022-07-13T16:03:35.623Z
BrEnxG6Cqa9RiYXZ7,I said 12..,,sei4dfHc4SsN7AyTN,2022-07-13T16:03:35.736Z
ph3ioW8N3pygRMj9p,someone told me it sold for 56 mill,,JbBJXwjtcTu5DJfwJ,2022-07-13T16:03:35.747Z
E3uDutq97qNoGDWrZ,what your guesses - I put 4.6m,,X4M35v6AsPgfyr5xi,2022-07-13T16:03:35.949Z
BrEnxG6Cqa9RiYXZ7,I also said 8 million,,Ae4PPX5SmcNCzzBJB,2022-07-13T16:03:36.022Z
E3uDutq97qNoGDWrZ,I put 4.25. Total guess. No jack about art.,,GHHCbkZrLNwqH94v2,2022-07-13T16:03:36.155Z
ph3ioW8N3pygRMj9p,I imagine it would be quite a bit,,Y45gJuSvotCM3m6KP,2022-07-13T16:03:36.170Z
BrEnxG6Cqa9RiYXZ7,HI,,RqKqXi2zzjah7ahk4,2022-07-13T16:03:36.184Z
BrEnxG6Cqa9RiYXZ7,I estimate 8 million...anyone else?,,ibqzYmm7arowg3xXq,2022-07-13T16:03:36.282Z
22QWofqrmD3gdeGXM,I said 2 million also,,X4PHEtjBc8ekbndkR,2022-07-13T16:03:36.680Z
22QWofqrmD3gdeGXM,I said 2.5,,JBFhMET9YuMTe9eYg,2022-07-13T16:03:36.727Z
BrEnxG6Cqa9RiYXZ7,I went with 10.,,s33xZkKLEwo72NJBY,2022-07-13T16:03:36.781Z
22QWofqrmD3gdeGXM,i said 2,,PPnr3EabY28x6sM6W,2022-07-13T16:03:36.890Z
BrEnxG6Cqa9RiYXZ7,i said 10,,d72KDN32WgJd5A7Ss,2022-07-13T16:03:36.957Z
22QWofqrmD3gdeGXM,I said 67 million.,,wJSMxgLJnBWiQ5KJe,2022-07-13T16:03:37.184Z
ph3ioW8N3pygRMj9p,More like 76,,CbqB9yzX3s7Bayg83,2022-07-13T16:03:37.348Z
ph3ioW8N3pygRMj9p,"I also went with 25, but I don't have a strong basis for saying so",,2YQs2Mt9T24FJqa5g,2022-07-13T16:03:37.464Z
22QWofqrmD3gdeGXM,I guessed 2 million too!,,fGgtECjvHBiH3weZu,2022-07-13T16:03:37.581Z
22QWofqrmD3gdeGXM,hiii,,bW4z29APem2MMneW9,2022-07-13T16:03:37.869Z
ph3ioW8N3pygRMj9p,56.6 million,,BP9Rs34eDiD8QL2zG,2022-07-13T16:03:37.968Z
22QWofqrmD3gdeGXM,75.9,,hoBGovgeP3qK4zQkf,2022-07-13T16:03:38.418Z
BrEnxG6Cqa9RiYXZ7,Guessed 10 million,,RD4QrgcNMYeiYA5oY,2022-07-13T16:03:38.595Z
ph3ioW8N3pygRMj9p,His art has sold for over 110 mill though.,,yqHdT93o7AL5j2FG2,2022-07-13T16:03:38.681Z
22QWofqrmD3gdeGXM,I said 50. Monet is extremely famous.,,2YtrY3fhFxaxsBTL5,2022-07-13T16:03:38.700Z
22QWofqrmD3gdeGXM,I agree in millions - 50m,,ykduyQjMKj36Yu44D,2022-07-13T16:03:38.723Z
ph3ioW8N3pygRMj9p,I put 25 million,,ipXSo3oDq58bDHb8a,2022-07-13T16:03:38.945Z
E3uDutq97qNoGDWrZ,how in the world do find out?,,HCG7immm3uWTCgwXj,2022-07-13T16:03:39.065Z
E3uDutq97qNoGDWrZ,big range,,WW9ZTXTcq6bDfr579,2022-07-13T16:03:39.243Z
ph3ioW8N3pygRMj9p,"I guessed 3.5, but I can't remember",,Kje74MZtuRNtny5n6,2022-07-13T16:03:39.258Z
ph3ioW8N3pygRMj9p,i put 2.5 cause had no idea,,KXAXtqdPQBBZxxBrs,2022-07-13T16:03:39.274Z
ph3ioW8N3pygRMj9p,Wow we are all over the place,,ZJuMv3sDjPKPoKkdf,2022-07-13T16:03:39.280Z
E3uDutq97qNoGDWrZ,i said 5,,4Q7Jg7DFCejnqrKBp,2022-07-13T16:03:39.289Z
ph3ioW8N3pygRMj9p,35,,SN5kNKSYMczqjcpT8,2022-07-13T16:03:39.376Z
ph3ioW8N3pygRMj9p,three is way too low,,3ksyKAjBjox3Kodzn,2022-07-13T16:03:39.383Z
22QWofqrmD3gdeGXM,it was 56.6,,TAEPrCwuGStZjRv8e,2022-07-13T16:03:39.566Z
ph3ioW8N3pygRMj9p,1 million seemed more than I would of guessed and that is the starting,,KX8CbaBZBpAFAFWzA,2022-07-13T16:03:39.703Z
E3uDutq97qNoGDWrZ,it looks like most of us put 5,,XktDXttEboN76fEkm,2022-07-13T16:03:39.856Z
22QWofqrmD3gdeGXM,I think so,,P7gkTRNtqCxrudenN,2022-07-13T16:03:40.148Z
ph3ioW8N3pygRMj9p,I put low amount,,7pb9LbYvfGvxebrZH,2022-07-13T16:03:40.393Z
BrEnxG6Cqa9RiYXZ7,i guessed 11,,ye4aTLkRfrDXXzPH6,2022-07-13T16:03:40.884Z
22QWofqrmD3gdeGXM,I said 50,,MmrDaFMFfvYfra7iP,2022-07-13T16:03:41.207Z
BrEnxG6Cqa9RiYXZ7,Does anyone really know something about it?,,qNwQbQ32Tk8isvtHm,2022-07-13T16:03:41.278Z
22QWofqrmD3gdeGXM,"I have no idea, I said 2",,urbu3h4Yoey5w7WFP,2022-07-13T16:03:41.429Z
E3uDutq97qNoGDWrZ,I guessed 23 million,,gCZvL4uuQdo5ASDaq,2022-07-13T16:03:41.757Z
ph3ioW8N3pygRMj9p,i was off too. i said 3,,33LKWK35YcmHzYRH9,2022-07-13T16:03:42.698Z
ph3ioW8N3pygRMj9p,"I put 3 as well, which seems way too low",,8pZDZoKYGsApTEtHF,2022-07-13T16:03:42.948Z
ph3ioW8N3pygRMj9p,Is that of notra dame?,,7saxtJRk2ieLoZyFi,2022-07-13T16:03:43.268Z
BrEnxG6Cqa9RiYXZ7,i guessed 10,,N9P7JGzTojiGZY65a,2022-07-13T16:03:43.519Z
BrEnxG6Cqa9RiYXZ7,Whatever it is it's too much I'm sure.,,djku7RhuPEYfxfXsb,2022-07-13T16:03:43.697Z
22QWofqrmD3gdeGXM,I have no idea what art goes for,,zbgSuJQbEscw82RLs,2022-07-13T16:03:43.764Z
22QWofqrmD3gdeGXM,I think 26.6,,bW4z29APem2MMneW9,2022-07-13T16:03:43.940Z
22QWofqrmD3gdeGXM,i guess 50 .its worth it,,RZMvgaY7GjQQJZH6o,2022-07-13T16:03:43.955Z
E3uDutq97qNoGDWrZ,"Perhaps since its a Monet, it would be higher?",,fD5pFfDZrWwtAxmmK,2022-07-13T16:03:44.151Z
ph3ioW8N3pygRMj9p,I feel like 27 million was on the low end,,ZJuMv3sDjPKPoKkdf,2022-07-13T16:03:44.299Z
22QWofqrmD3gdeGXM,YEah me too I said about 2 million,,N539CF9BC4Bfx4aKr,2022-07-13T16:03:45.261Z
BrEnxG6Cqa9RiYXZ7,Between 10-15,,D9nnRn9gkJAykSyuH,2022-07-13T16:03:45.285Z
ph3ioW8N3pygRMj9p,[name] could be right.,,yqHdT93o7AL5j2FG2,2022-07-13T16:03:45.869Z
ph3ioW8N3pygRMj9p,56.6 million,,BP9Rs34eDiD8QL2zG,2022-07-13T16:03:45.877Z
BrEnxG6Cqa9RiYXZ7,"I have no idea either , guessed 12",,9TDpReppyR6YAnjQt,2022-07-13T16:03:46.246Z
E3uDutq97qNoGDWrZ,"I said 4.5, but i don't have a clue",,siqg3GGh6NpTZAYxe,2022-07-13T16:03:46.398Z
22QWofqrmD3gdeGXM,56.6,,bW4z29APem2MMneW9,2022-07-13T16:03:46.600Z
BrEnxG6Cqa9RiYXZ7,I SAID 12 MILLION,,RqKqXi2zzjah7ahk4,2022-07-13T16:03:46.612Z
ph3ioW8N3pygRMj9p,Would like to see a bigger image,,NRLQ4mzCrkuY6vuyM,2022-07-13T16:03:46.631Z
22QWofqrmD3gdeGXM,"It is a beautiful piec of art, not really aware of what they go for tho.",,K5cfiwQFZMZ7NmcBz,2022-07-13T16:03:46.936Z
E3uDutq97qNoGDWrZ,I said 5,,HCG7immm3uWTCgwXj,2022-07-13T16:03:46.968Z
ph3ioW8N3pygRMj9p,i think 21,,iqDeXYsK4CcrMsLgZ,2022-07-13T16:03:47.271Z
ph3ioW8N3pygRMj9p,25 sounds good,,QpcFdyoBchHM67u7B,2022-07-13T16:03:47.288Z
BrEnxG6Cqa9RiYXZ7,I WENT 12,,5Kx5wudYHn6kcSFsh,2022-07-13T16:03:47.299Z
